ticker,date,e,d_rsi,d_trend,w_trend,res_atr,mfe_atr,reach1,reach2,reach3,o1,o2,o3
WMT,2021-01-08,48.87666702270508,52.34889673182003,down,up,0.25776584755942455,1.546584358521443,1,0,0,1.0,-1.0,-1.0
GOOGL,2021-01-11,87.81449890136719,59.34707864448028,down,range,0.8683312023719219,4.743436496887025,1,1,1,-1.0,-1.0,-1.0
META,2021-01-11,256.8399963378906,44.51998118435766,range,range,1.5874555824083398,3.944466881211692,1,1,1,-1.0,-1.0,-1.0
TSLA,2021-01-11,270.39666748046875,83.84819160976886,up,range,99.0,2.6277389212058657,1,1,0,1.0,2.0,2.117862467049135
JPM,2021-01-11,138.0500030517578,76.29848792337597,range,range,0.30843186550170165,1.4944608271192172,1,0,0,1.0,-1.0,-1.0
XOM,2021-01-11,46.84000015258789,68.37024019577959,range,down,0.2165694474481747,3.060857186445318,1,1,1,1.0,2.0,3.0
WMT,2021-01-11,49.0966682434082,52.2550868517154,down,up,1.9461459789873323,1.2717371007554013,1,0,0,1.0,-1.0,-1.0
GOOGL,2021-01-12,86.87149810791016,51.17065831843934,range,range,1.3404540992621155,5.112052148176694,1,1,1,1.0,2.0,3.0
AMZN,2021-01-12,156.04150390625,42.6292508265638,up,down,0.9848038044398709,3.4984962099589434,1,1,1,1.0,2.0,3.0
META,2021-01-12,251.08999633789062,36.049786777098866,range,range,2.2506708572072367,4.477847757668472,1,1,1,1.0,2.0,3.0
TSLA,2021-01-12,283.14666748046875,68.59580697240786,up,range,99.0,1.227173670215342,1,0,0,1.0,0.35447485092058145,0.35447485092058145
XOM,2021-01-12,47.880001068115234,72.35761267228571,range,down,1.2891080740792353,2.2059621266239122,1,1,0,1.0,2.0,-1.0
GOOGL,2021-01-13,87.36250305175781,47.94118190075473,range,range,1.0397648125384578,4.662296659100117,1,1,1,1.0,2.0,3.0
META,2021-01-13,251.63999938964844,32.48322383770308,range,range,2.0951664808596586,4.412533106121332,1,1,1,1.0,2.0,3.0
TSLA,2021-01-13,284.8033447265625,71.67893825195262,up,range,99.0,1.1184098027323077,1,0,0,1.0,-1.0,-1.0
JPM,2021-01-13,140.35000610351562,80.1181713159138,range,range,0.12796391219220077,0.7490763293409688,0,0,0,-1.0,-1.0,-1.0
XOM,2021-01-13,48.41999816894531,74.92328151302053,range,down,0.9309344312811836,1.8618688625623672,1,0,0,1.0,-1.0,-1.0
GOOGL,2021-01-14,86.5459976196289,49.72052753027889,up,range,1.5018333570458828,5.249496115514483,1,1,1,1.0,2.0,3.0
TSLA,2021-01-14,281.6666564941406,72.062734461248,up,range,0.9983661631171687,1.4005956821614904,1,0,0,1.0,-1.0,-1.0
XOM,2021-01-14,50.310001373291016,76.16054924607182,range,down,2.6690071657335968,-0.3961805233071492,0,0,0,-1.0,-1.0,-1.0
GOOGL,2021-01-15,86.38099670410156,46.85266576094653,up,range,1.5680110622728245,5.268614209794725,1,1,1,1.0,2.0,3.0
AMZN,2021-01-15,155.21249389648438,44.703556576201734,up,down,1.265850458580245,3.866654863442915,1,1,1,1.0,2.0,3.0
META,2021-01-15,251.36000061035156,29.650186923895262,range,range,2.0957887874473125,4.375596628959533,1,1,1,1.0,2.0,3.0
TSLA,2021-01-15,275.38665771484375,70.12505257019293,up,range,1.5348462193030745,1.953489480594118,1,0,0,1.0,-1.0,-1.0
JPM,2021-01-15,138.63999938964844,80.94441580484734,range,range,0.12343094267559572,0.6691162457828511,0,0,0,-1.0,-1.0,-1.0
XOM,2021-01-15,47.88999938964844,79.89881693456996,range,down,1.3240377615476662,1.3169204761078759,1,0,0,1.0,-1.0,-1.0
WMT,2021-01-15,48.21333312988281,51.88966298267698,range,up,0.9660277131500384,1.5870406940794546,1,0,0,1.0,-1.0,-1.0
GOOGL,2021-01-19,89.22350311279297,46.271832939968434,up,range,0.10014488973173315,4.12853363067091,1,1,1,1.0,2.0,3.0
META,2021-01-19,261.1000061035156,36.552521609336466,range,range,0.8771772192620414,3.1168389737412165,1,1,1,1.0,2.0,3.0
TSLA,2021-01-19,281.51666259765625,66.28230184615674,up,range,1.0015895876963132,1.4005714549008934,1,0,0,1.0,-1.0,-1.0
JPM,2021-01-19,138.0399932861328,72.24823937403607,range,range,0.3035646802524016,0.04026984516785199,0,0,0,-1.0,-1.0,-1.0
XOM,2021-01-19,48.84000015258789,65.69394402105962,range,down,0.5625802651414051,0.5563991010509775,0,0,0,-1.0,-1.0,-1.0
GOOGL,2021-01-20,94.00350189208984,56.31835251522406,up,range,99.0,5.20008507196226,1,1,1,1.0,-1.0,-1.0
AMZN,2021-01-20,163.16900634765625,44.59986249898323,up,down,0.4162243287964484,2.511202599780072,1,1,0,1.0,-1.0,-1.0
META,2021-01-20,267.4800109863281,46.22733110251503,range,range,0.10189932482240303,2.3149790959850467,1,1,0,1.0,2.0,-1.0
TSLA,2021-01-20,283.48333740234375,68.1187964869963,up,up,0.891336720598156,1.3079412904571086,1,0,0,1.0,-1.0,-1.0
WMT,2021-01-20,48.503334045410156,39.1475097738815,range,up,0.49546110299311447,1.0681913744957696,1,0,0,1.0,-1.0,-1.0
GOOGL,2021-01-21,94.2074966430664,67.368378159673,up,range,99.0,4.7606600260017755,1,1,1,-1.0,-1.0,-1.0
TSLA,2021-01-21,281.663330078125,68.70767538315985,up,up,1.080214654870721,1.5153099804010526,1,0,0,1.0,-1.0,-1.0
XOM,2021-01-21,48.11000061035156,69.74641009262601,up,down,1.1001645124949735,0.18112501984081014,0,0,0,-1.0,-1.0,-1.0
WMT,2021-01-21,48.28333282470703,47.73191656719039,range,up,0.7951316448148644,1.3676214373449562,1,0,0,1.0,-1.0,-1.0
GOOGL,2021-01-22,94.62799835205078,67.74340187329017,up,range,99.0,4.528334953510609,1,1,1,-1.0,-1.0,-1.0
META,2021-01-22,274.5,55.391315536471154,range,range,0.6997140824343653,1.5139970318602054,1,0,0,1.0,-1.0,-1.0
TSLA,2021-01-22,282.21331787109375,67.46573765271077,up,up,1.0733199133990317,1.524483817077549,1,0,0,1.0,-1.0,-1.0
JPM,2021-01-22,133.7899932861328,60.72078605859812,up,range,1.707982181934447,1.8614720527104112,1,0,0,-1.0,-1.0,-1.0
XOM,2021-01-22,47.43000030517578,62.55830804060717,up,down,0.16284559152730263,1.752217670296225,1,0,0,-1.0,-1.0,-1.0
WMT,2021-01-22,48.776668548583984,45.5763317045276,range,up,0.12364552745970948,0.7006544950905328,0,0,0,-1.0,-1.0,-1.0
GOOGL,2021-01-25,94.71399688720703,68.54587614818847,up,range,99.0,4.826239140895982,1,1,1,-1.0,-1.0,-1.0
AMZN,2021-01-25,164.6999969482422,59.2936140996858,up,down,0.7156498558957515,1.9922677510279008,1,0,0,-1.0,-1.0,-1.0
META,2021-01-25,278.010009765625,56.54040877665396,range,range,0.2693333125261976,1.0897533543403457,1,0,0,-1.0,-1.0,-1.0
TSLA,2021-01-25,293.6000061035156,67.65600001836307,up,up,0.10411654266041857,0.4260656414764826,0,0,0,-1.0,-1.0,-1.0
JPM,2021-01-25,132.1199951171875,57.83352179693148,up,range,2.2883889251337703,2.712900685163694,1,1,0,-1.0,-1.0,-1.0
XOM,2021-01-25,46.900001525878906,59.40117131162178,up,down,0.15648838443580315,3.5601418376398204,1,1,1,-1.0,-1.0,-1.0
GOOGL,2021-01-26,95.39749908447266,68.71728174977528,up,range,99.0,4.382723444888795,1,1,1,-1.0,-1.0,-1.0
AMZN,2021-01-26,166.30650329589844,59.42892798762271,up,range,0.24355366724564098,1.4467184427449706,1,0,0,-1.0,-1.0,-1.0
META,2021-01-26,282.04998779296875,58.990192194782395,range,range,0.39301456117390954,0.5839798589504717,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-01-26,294.36334228515625,71.38684145803899,up,up,99.0,0.23280138730735786,0,0,0,-1.0,-1.0,-1.0
GOOGL,2021-01-27,90.9469985961914,70.11135989363162,up,range,0.5628714080664222,6.695212178492686,1,1,1,1.0,2.0,3.0
AMZN,2021-01-27,161.62899780273438,61.9044839828076,up,range,0.11353300578871216,2.8584115868634474,1,1,0,1.0,2.0,0.7663293829981023
META,2021-01-27,272.1400146484375,61.66845816834964,range,range,1.045454741449571,1.9049685868789543,1,0,0,1.0,-1.0,-1.0
TSLA,2021-01-27,288.0533447265625,71.62315050159475,up,up,0.590318083833831,0.4744620089901549,0,0,0,-1.0,-1.0,-1.0
XOM,2021-01-27,45.349998474121094,52.5201844449448,up,range,0.691488567558343,4.530222166614037,1,1,1,1.0,2.0,3.0
WMT,2021-01-27,47.9466667175293,54.96295942863999,up,range,1.2937233885514468,1.162475155342554,1,0,0,1.0,-1.0,-1.0
GOOGL,2021-01-28,92.66000366210938,53.418582082810836,up,range,1.5188018128923724,5.04085887341924,1,1,1,1.0,2.0,3.0
AMZN,2021-01-28,161.88099670410156,51.96269613306035,up,range,0.12725228534203822,2.5369951083753417,1,1,0,1.0,2.0,0.31664241711577285
META,2021-01-28,265.0,52.594719430105826,range,range,0.40250129892743475,1.0636699098776288,1,0,0,-1.0,-1.0,-1.0
TSLA,2021-01-28,278.4766540527344,66.71796581155948,up,up,1.4488735789419704,1.3310393453017133,1,0,0,-1.0,-1.0,-1.0
JPM,2021-01-28,130.11000061035156,43.704451655282995,up,range,0.3616249193085996,3.413231779444623,1,1,1,1.0,2.0,3.0
XOM,2021-01-28,46.060001373291016,50.373394671611,up,range,0.22077399072953882,3.8635787594469537,1,1,1,-1.0,-1.0,-1.0
GOOGL,2021-01-29,91.36799621582031,57.602778783699506,up,range,0.3195724643717281,5.581157905398733,1,1,1,1.0,2.0,3.0
AMZN,2021-01-29,160.30999755859375,52.406163960535835,up,range,0.23349718472174344,2.9882411408347593,1,1,0,1.0,2.0,0.9380560343020867
META,2021-01-29,258.3299865722656,47.2054863704158,range,range,1.0835592625685397,1.6762663114639489,1,0,0,1.0,1.3186930775205086,1.3186930775205086
TSLA,2021-01-29,264.510009765625,60.001580738837724,up,up,2.5857465999402653,2.4723227579916514,1,1,0,1.0,2.0,0.6421729431157353
XOM,2021-01-29,44.84000015258789,53.18704675498265,up,range,0.16259756942988407,4.8909351861759545,1,1,1,1.0,2.0,3.0
GOOGL,2021-02-01,94.65350341796875,53.6858113375389,up,range,0.7210750203745225,4.659370703127333,1,1,1,1.0,2.0,3.0
AMZN,2021-02-01,167.1439971923828,49.347640135979056,up,range,0.26771250069387176,1.16105705316471,1,0,0,1.0,-1.0,-1.0
META,2021-02-01,262.010009765625,42.79404556418064,range,range,0.6472414570077056,1.4941906871479431,1,0,0,1.0,1.2248466302994543,1.2248466302994543
TSLA,2021-02-01,279.9366760253906,51.810000600391405,up,up,1.0869583086439283,0.9898919142678094,0,0,0,-1.0,-1.0,-1.0
JPM,2021-02-01,129.6199951171875,46.03036324812276,up,range,0.5041974331349237,4.856369412411567,1,1,1,1.0,2.0,3.0
XOM,2021-02-01,44.91999816894531,48.13674453133403,up,range,0.10759021723315808,4.816188618914008,1,1,1,1.0,2.0,3.0
WMT,2021-02-01,46.42333221435547,35.1392601033824,up,range,3.0373504454703513,2.950327969451662,1,1,0,1.0,2.0,2.647838203211123
AMZN,2021-02-02,169.0,60.22303089374472,up,range,1.4337287501817662,0.666047076381714,0,0,0,-1.0,-1.0,-1.0
META,2021-02-02,267.0799865722656,45.8033685646837,range,range,0.12772198530072695,0.9727326357063568,0,0,0,0.6631346680658959,0.6631346680658959,0.6631346680658959
TSLA,2021-02-02,290.92999267578125,58.542452969414185,up,up,0.28480709077988925,0.128772162544331,0,0,0,-1.0,-1.0,-1.0
JPM,2021-02-02,133.61000061035156,48.280963907087944,up,range,1.696592086849577,3.691105839853907,1,1,1,1.0,2.0,3.0
XOM,2021-02-02,45.630001068115234,48.482184485796665,up,range,0.4995680796056306,4.831283329096419,1,1,1,1.0,2.0,3.0
GOOGL,2021-02-03,102.94400024414062,63.408958120109084,up,range,99.0,1.464617355489756,1,0,0,1.0,0.7968274513888376,0.7968274513888376
AMZN,2021-02-03,165.62649536132812,62.57328722824107,up,range,0.40247544089499226,0.8169937037379528,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-02-03,284.89666748046875,62.55693148504479,up,up,0.7682458041438847,0.5950043042002261,0,0,0,-1.0,-1.0,-1.0
JPM,2021-02-03,135.13999938964844,56.48812108363415,up,range,1.193823307486071,3.2768543654489664,1,1,1,1.0,2.0,3.0
XOM,2021-02-03,47.41999816894531,51.56560168029927,up,range,0.15701349416896113,3.53277597476967,1,1,1,1.0,2.0,3.0
WMT,2021-02-03,47.06666564941406,38.29919476597066,range,range,2.1908089192840685,2.555942191524261,1,1,0,1.0,2.0,-1.0
GOOGL,2021-02-04,102.68150329589844,73.15243585049674,up,range,99.0,1.4252683387081937,1,0,0,1.0,0.5479269356214027,0.5479269356214027
AMZN,2021-02-04,166.5500030517578,56.0865054035121,up,range,0.15785479943154448,0.5463839322750756,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-02-04,283.3299865722656,59.170491429725274,range,up,0.89945043646325,0.7242538978561185,0,0,0,-1.0,-1.0,-1.0
JPM,2021-02-04,138.25,59.164123402384035,up,range,0.23936744962165343,3.292060194422005,1,1,1,1.0,2.0,3.0
XOM,2021-02-04,48.33000183105469,58.335979638800005,up,range,0.8493868804206745,2.95491227706249,1,1,0,1.0,2.0,2.4165668727103724
WMT,2021-02-04,47.5099983215332,39.83086559230628,range,range,1.6918247598255647,2.065936367777814,1,1,0,1.0,2.0,-1.0
GOOGL,2021-02-05,104.44149780273438,72.37283746413897,up,range,99.0,0.8898424024334697,0,0,0,-0.5462936071216258,-0.5462936071216258,-0.5462936071216258
AMZN,2021-02-05,167.6074981689453,57.38879631818585,up,range,0.14108267873547656,0.15442080461436733,0,0,0,-1.0,-1.0,-1.0
META,2021-02-05,268.1000061035156,49.27075381339775,up,range,1.370540767245063,0.9643716449428247,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-02-05,284.07666015625,58.28810986248557,range,up,0.8588637805802428,0.6799566771659145,0,0,0,-1.0,-1.0,-1.0
JPM,2021-02-05,137.97999572753906,64.00943180026219,up,range,0.32858673063384886,3.857705022441279,1,1,1,1.0,2.0,3.0
XOM,2021-02-05,49.95000076293945,61.297872469152516,up,range,0.681699397125206,2.931908278308757,1,1,0,1.0,2.0,2.624237640987356
WMT,2021-02-05,48.119998931884766,44.426146191791744,down,range,0.9393367783698129,1.31674634876518,1,0,0,1.0,-1.0,-1.0
META,2021-02-08,266.5799865722656,50.6741423569489,up,range,0.20988839237275772,1.2017633091186832,1,0,0,1.0,-1.0,-1.0
TSLA,2021-02-08,287.8066711425781,58.60494593735995,down,up,0.46024776826804586,-0.09754660325858594,0,0,0,-1.0,-1.0,-1.0
XOM,2021-02-08,52.099998474121094,65.93992487194924,up,range,1.2153455501078754,1.873407822296056,1,0,0,-1.0,-1.0,-1.0
JPM,2021-02-09,139.5800018310547,66.4760149357027,up,up,0.38970096863167797,4.683043373369606,1,1,1,1.0,2.0,3.0
XOM,2021-02-09,50.630001068115234,70.92432557926713,up,range,0.27665728380999305,3.9162302544916168,1,1,1,-1.0,-1.0,-1.0
WMT,2021-02-09,48.61000061035156,51.99999661183607,down,range,0.33718076847104633,0.7312849711770165,0,0,0,-1.0,-1.0,-1.0
META,2021-02-10,271.8699951171875,51.96020834288716,up,range,1.017013515090219,0.5788792434296418,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-02-10,268.2733459472656,57.21240006646469,down,up,2.2936592510702916,0.7595021666621854,0,0,0,-1.0,-1.0,-1.0
XOM,2021-02-10,51.119998931884766,64.02537932317978,up,range,1.7440726882044784,3.5284350788198484,1,1,1,-1.0,-1.0,-1.0
TSLA,2021-02-11,270.5533447265625,48.79367312207393,down,up,1.903015781969805,0.25819368257785924,0,0,0,-1.0,-1.0,-1.0
JPM,2021-02-11,139.27000427246094,65.03750073606824,up,up,0.5227742752238607,5.483899363194654,1,1,1,1.0,2.0,3.0
XOM,2021-02-11,49.84000015258789,65.2391597082597,up,range,0.7609799140917256,4.54746243107957,1,1,1,1.0,2.0,3.0
GOOGL,2021-02-12,104.75150299072266,73.01549806019484,up,range,0.3620729552494362,0.9085396032616627,0,0,0,-1.0,-1.0,-1.0
AMZN,2021-02-12,163.885498046875,49.891022966208105,up,range,0.18667532539080514,0.8067905741190672,0,0,0,-1.0,-1.0,-1.0
META,2021-02-12,270.5,52.57281591777652,up,range,1.2486025539497791,0.7868273721957275,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-02-12,272.0400085449219,50.0075586055612,down,up,1.8129082336243854,0.13741680496564565,0,0,0,-1.0,-1.0,-1.0
JPM,2021-02-12,141.25,63.82806549551317,up,up,0.52438116052502,4.771866427065278,1,1,1,1.0,2.0,3.0
XOM,2021-02-12,50.52000045776367,59.58365837978656,up,range,0.32136969422317385,4.068759988371232,1,1,1,1.0,2.0,3.0
WMT,2021-02-12,48.15666580200195,48.6439786890094,down,range,0.9782170692281461,1.3915454863249537,1,0,0,1.0,-1.0,-1.0
TSLA,2021-02-16,265.40667724609375,50.826120284056856,down,up,2.4624889619269488,0.10576888200315845,0,0,0,-1.0,-1.0,-1.0
XOM,2021-02-16,52.040000915527344,61.493431615460956,up,range,0.18391023163190287,3.201190346845361,1,1,1,1.0,2.0,3.0
AMZN,2021-02-17,165.4320068359375,50.49472014950201,up,range,0.4950476010688486,0.40770221379105476,0,0,0,-1.0,-1.0,-1.0
META,2021-02-17,273.57000732421875,56.15629474779092,up,range,0.9020808659887212,-0.22108469542440892,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-02-17,266.04998779296875,47.11892047005759,down,up,2.373265388299402,-0.03919198391718713,0,0,0,-1.0,-1.0,-1.0
JPM,2021-02-17,145.10000610351562,71.95304054831409,up,up,99.0,3.4013500752432164,1,1,1,1.0,2.0,3.0
XOM,2021-02-17,52.849998474121094,65.42614180794297,up,up,0.7476775930774532,2.938941529257077,1,1,0,1.0,2.0,2.110747544791578
WMT,2021-02-17,49.06666564941406,53.91668016749363,down,down,0.31533474508068154,-3.105548582352534,0,0,0,-1.0,-1.0,-1.0
AMZN,2021-02-18,166.4114990234375,54.56712300488442,up,range,0.22660922524000776,0.07436227478707257,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-02-18,262.4599914550781,47.51871528653651,down,up,2.7089783827150664,0.27375058878125635,0,0,0,-1.0,-1.0,-1.0
JPM,2021-02-18,145.58999633789062,72.52399418421714,up,up,99.0,3.2832914556120474,1,1,1,1.0,2.0,3.0
XOM,2021-02-18,52.02000045776367,67.34036730811226,up,up,0.20381672287899882,4.465982527922079,1,1,1,1.0,2.0,3.0
WMT,2021-02-18,45.88666534423828,58.329615021816295,down,down,0.7904189885970947,0.8804627356738286,0,0,0,-1.0,-1.0,-1.0
XOM,2021-02-19,52.369998931884766,63.462941668221156,up,up,1.071015530179159,5.222697517503564,1,1,1,1.0,2.0,3.0
GOOGL,2021-02-22,102.71299743652344,68.48230886315505,up,range,1.8895938458821953,1.2367170779252352,1,0,0,-1.0,-1.0,-1.0
AMZN,2021-02-22,159.03700256347656,47.84026018380132,up,range,0.12200803991571975,0.34395022477226933,0,0,0,-1.0,-1.0,-1.0
META,2021-02-22,260.3299865722656,42.59080988290961,range,range,1.0908013821181874,0.9721773975851626,0,0,0,-0.6844763692914247,-0.6844763692914247,-0.6844763692914247
JPM,2021-02-22,149.41000366210938,76.13600415176472,up,up,99.0,2.104293533924655,1,1,0,1.0,-1.0,-1.0
XOM,2021-02-22,54.29999923706055,64.39397508324654,up,up,0.6475888186721043,4.465914170586021,1,1,1,1.0,2.0,3.0
GOOGL,2021-02-23,103.00599670410156,61.39428136104413,up,range,1.7543068583641295,1.1063957717262192,1,0,0,-1.0,-1.0,-1.0
AMZN,2021-02-23,159.72500610351562,41.77040550497645,up,range,0.4095475114160046,-0.2254640290437501,0,0,0,-1.0,-1.0,-1.0
META,2021-02-23,265.8599853515625,41.48963824876557,range,range,0.3341523560993968,0.36121086508633043,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-02-23,232.94667053222656,33.944589448274314,down,up,5.2152687244417875,1.3252046660229038,1,0,0,1.0,-1.0,-1.0
JPM,2021-02-23,150.61000061035156,77.65983040739482,up,up,99.0,1.6661380649969555,1,0,0,1.0,-1.0,-1.0
XOM,2021-02-23,55.04999923706055,69.07384262735275,up,up,0.18642851409700995,3.945051260624311,1,1,1,1.0,-1.0,-1.0
GOOGL,2021-02-24,104.19049835205078,62.11058609157873,up,range,1.194726939929688,0.5830436777778097,0,0,0,-1.0,-1.0,-1.0
META,2021-02-24,264.30999755859375,47.999174946215156,range,range,0.5310738636615655,0.6156251027295648,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-02-24,247.33999633789062,32.05516553844956,down,up,3.269485546216968,-0.11356308670941534,0,0,0,-1.0,-1.0,-1.0
XOM,2021-02-24,56.70000076293945,70.68623326074587,up,up,3.7548174634635316,3.1062036454532693,1,1,1,-1.0,-1.0,-1.0
GOOGL,2021-02-25,100.79750061035156,64.94250538338119,up,range,2.5946232195895744,1.96398997292619,1,0,0,1.0,1.6988858332986712,1.6988858332986712
AMZN,2021-02-25,152.85800170898438,40.38613911481505,range,range,1.841081144053424,1.4824541631060073,1,0,0,1.0,-1.0,-1.0
META,2021-02-25,254.69000244140625,46.439643627972785,range,range,1.8525792771467315,3.152375309231491,1,1,1,1.0,2.0,3.0
TSLA,2021-02-25,227.4066619873047,41.69252991833977,down,up,0.34176558420318237,1.040002573727637,1,0,0,1.0,-1.0,-1.0
XOM,2021-02-25,55.7599983215332,73.90909195967572,up,up,4.421908620198654,4.14134670062443,1,1,1,-1.0,-1.0,-1.0
AMZN,2021-02-26,154.64649963378906,33.29633709297363,range,range,1.217882275654655,0.8925487572100798,0,0,0,-1.0,-1.0,-1.0
META,2021-02-26,257.6199951171875,38.15391519013689,range,range,1.3208059316801382,2.501023721121716,1,1,0,1.0,2.0,1.3294395603321327
TSLA,2021-02-26,225.1666717529297,34.41266085954696,down,up,0.45939245440605764,1.074506466990055,1,0,0,1.0,-1.0,-1.0
JPM,2021-02-26,147.1699981689453,74.03246483264475,up,up,99.0,3.5338034027646414,1,1,1,1.0,2.0,3.0
XOM,2021-02-26,54.369998931884766,69.23875509121132,up,up,0.6029768944035583,4.982164462462046,1,1,1,1.0,2.0,3.0
WMT,2021-02-26,43.30666732788086,28.105987805397035,down,range,0.6964010402534849,1.7896400770660132,1,0,0,1.0,-1.0,-1.0
GOOGL,2021-03-01,103.48300170898438,53.59683144055572,up,range,1.3790402903075165,0.8053513221944019,0,0,0,-1.0,-1.0,-1.0
META,2021-03-01,264.9100036621094,41.57316286614108,range,range,0.40462831503943814,1.5368842473758952,1,0,0,-1.0,-1.0,-1.0
TSLA,2021-03-01,239.47666931152344,33.70054107889898,down,up,3.5292190856580747,0.058358906103747145,0,0,0,-1.0,-1.0,-1.0
JPM,2021-03-01,150.5,62.33135021051193,up,up,99.0,2.208489061444145,1,1,0,1.0,2.0,1.5084605301634024
XOM,2021-03-01,56.400001525878906,62.90838384766667,up,up,3.636765319187984,3.383677644717669,1,1,1,1.0,2.0,3.0
WMT,2021-03-01,43.790000915527344,25.685048503114217,down,range,0.1306632820874319,1.2989757212037065,1,0,0,-1.0,-1.0,-1.0
GOOGL,2021-03-02,103.2239990234375,59.657911201944316,up,range,1.5105557843872164,0.9225119347458165,0,0,0,-1.0,-1.0,-1.0
TSLA,2021-03-02,228.81333923339844,41.963142474065066,down,up,0.20737648675382042,0.7609460357653368,0,0,0,-1.0,-1.0,-1.0
JPM,2021-03-02,150.00999450683594,66.99635702995423,up,up,99.0,2.365206907429688,1,1,0,1.0,2.0,1.0863796461619635
XOM,2021-03-02,56.06999969482422,67.57147393285567,up,up,3.7563612020481076,3.50738093463988,1,1,1,1.0,2.0,3.0
GOOGL,2021-03-03,100.57050323486328,58.761230177181396,up,range,2.6180760130828657,2.0033451107842413,1,1,0,1.0,2.0,1.3862692071332061
AMZN,2021-03-03,150.25,39.36671711175817,range,range,2.4614693870677904,2.2450476215305537,1,1,0,-1.0,-1.0,-1.0
