ticker,has_res,level_dist_atr,age_bars,touches,res_drop_dep,res_drop_spd,reached,stalled,broke,short,cont_atr,apex_at_res,apex_placebo
AAPL,True,1.876218242129581,89.0,2.0,0.2860555765120159,0.05721111530240317,True,False,True,False,3.8775177004011545,True,False
AAPL,True,1.2877408333188756,160.0,2.0,0.2860555765120159,0.05721111530240317,True,False,True,False,1.1267732291539947,True,True
AAPL,True,1.393541622570331,170.0,2.0,0.2860555765120159,0.05721111530240317,True,False,True,False,0.9953868732645383,True,True
AAPL,True,1.4631581193869816,63.0,1.0,0.7692796744866042,0.12821327908110067,True,False,True,False,15.893913689027553,True,True
AAPL,True,1.8213918689955286,220.0,1.0,0.6656298600310999,0.06656298600311,True,False,True,False,8.824329572202723,True,False
AAPL,True,1.475321020114585,4.0,1.0,0.500136400836602,0.1250341002091505,True,False,True,False,4.705765322778861,False,False
AAPL,True,1.0411093594648488,3.0,1.0,0.2598196545926841,0.0866065515308947,True,False,True,False,4.702343940249897,True,False
AAPL,True,1.0506490120597305,1152.0,3.0,0.3054672401970009,0.1018224133990003,True,False,True,False,12.23255635469535,True,True
AAPL,True,1.3405984154942958,597.0,3.0,0.7841945288753751,0.09802431610942189,True,False,True,False,22.908461158889512,False,False
AAPL,True,1.277282868903518,733.0,4.0,0.18047283883774468,0.04511820970943617,True,False,True,False,4.6630961880605195,True,False
AAPL,True,2.133416073071187,10.0,1.0,0.18394351154097327,0.06131450384699109,True,False,True,False,5.343699306835382,False,False
AAPL,True,1.4650756436513663,8.0,2.0,0.22549252314266782,0.028186565392833478,True,False,True,False,10.255529505559565,False,False
AAPL,True,1.2677544577562063,188.0,3.0,0.4203919711054412,0.04671021901171569,True,False,True,False,10.56462048130257,False,False
AAPL,True,1.0375075570456072,1106.0,3.0,0.7539203860072375,0.25130679533574585,True,False,True,False,1.9161175603093887,True,True
AAPL,True,1.6046885513844873,69.0,2.0,0.40619741194221376,0.021378811154853357,True,False,True,False,6.621879338624404,True,True
AAPL,True,1.294200335417286,14.0,3.0,0.3680981595091998,0.06134969325153329,True,False,True,False,8.00051116439755,True,True
AAPL,True,1.1455385406595218,238.0,2.0,0.9988452655889088,0.1248556581986136,True,False,True,False,6.5459345180545,False,False
AAPL,True,1.2354783606255824,30.0,2.0,0.21487508595003438,0.053718771487508594,True,False,True,False,9.147797223354743,False,False
AAPL,True,1.2200138159622453,101.0,10.0,0.7459437494557783,0.08288263882841981,True,False,True,False,4.965971729762033,True,True
AAPL,True,1.0982348409034155,897.0,2.0,0.7963759125140638,0.07239781022855125,True,False,True,False,9.672914560265003,True,True
AAPL,True,1.4119092342036657,381.0,1.0,1.0664385514684942,0.11849317238538824,True,False,True,False,23.103969286969157,False,False
AAPL,True,1.6216066859071054,5.0,3.0,0.4333633498424191,0.08667266996848381,True,False,True,False,6.881433500451691,False,False
AAPL,True,1.1967441468529858,33.0,3.0,0.30111329042239615,0.033457032269155126,True,False,True,False,15.530475178478543,False,False
AAPL,True,1.0330914192123515,183.0,3.0,0.29444444444444506,0.04907407407407418,True,True,False,False,,True,True
AAPL,True,1.263208949539659,26.0,3.0,0.36459501907112724,0.12153167302370908,True,False,True,False,2.934727862566872,True,True
AAPL,True,1.0374506565601789,393.0,1.0,0.4913800283168102,0.05459778092409002,True,False,True,False,11.330053222960077,False,False
AAPL,True,1.4190135171209057,68.0,4.0,0.16938965083875324,0.05646321694625108,True,False,True,False,4.443752856247092,True,True
AAPL,True,1.231165216571187,614.0,2.0,0.3913256155225821,0.3913256155225821,True,False,True,False,4.465991471875691,False,False
AAPL,True,1.4277395938736663,892.0,1.0,1.551770748851028,0.17241897209455864,True,False,True,False,4.084921615805384,True,False
AAPL,True,1.5567975775802045,122.0,2.0,0.8399378603965342,0.10499223254956677,True,False,True,False,16.657734080107453,False,False
AAPL,True,2.2895958117509334,113.0,3.0,0.24071166928310203,0.08023722309436734,True,False,True,False,4.391005666371733,True,True
AAPL,True,1.269200529598744,541.0,3.0,0.12753746413009304,0.04251248804336435,True,False,True,False,3.003019110211276,True,True
AAPL,True,1.055682210807756,819.0,1.0,0.4592790387182984,0.15309301290609945,True,False,True,False,25.98151218821216,True,True
AAPL,True,1.0907775877944175,521.0,2.0,0.33133480593246845,0.11044493531082282,True,False,True,False,21.6833362907022,False,False
AAPL,True,1.0169510775938608,67.0,3.0,0.43207161522341364,0.03600596793528447,True,False,True,False,19.760755252853656,False,False
AAPL,True,1.728217445001947,927.0,2.0,0.45082391957714585,0.07513731992952431,True,False,True,False,7.8862336283422305,True,False
AAPL,True,1.232289380904056,329.0,3.0,0.7375995887946555,0.09219994859933194,True,False,True,False,6.651847780594174,False,False
AAPL,True,1.00842089525928,593.0,4.0,0.43207161522341364,0.03600596793528447,True,False,True,False,8.785485072335058,False,True
AAPL,True,2.961342958557607,1338.0,3.0,0.21879502641549528,0.03646583773591588,False,False,False,True,,False,False
AAPL,True,1.4899677637719884,5.0,2.0,0.19231305220323802,0.0384626104406476,True,False,True,False,7.783797110739251,False,False
AAPL,True,1.0623541048622842,186.0,3.0,0.17940236586869607,0.04485059146717402,True,False,True,False,9.622476603656754,False,False
AAPL,True,1.0224921680698196,90.0,4.0,1.19200850635178,0.09933404219598166,True,False,True,False,2.89219213254042,True,False
AAPL,True,3.2459174745717343,22.0,2.0,0.4875530572444615,0.037504081326497046,False,False,False,True,,False,True
AAPL,True,1.1878758275711019,34.0,2.0,0.3241810903760597,0.16209054518802984,True,False,True,False,22.888339116612453,False,False
AAPL,True,2.445691174434233,242.0,6.0,0.429184549356234,0.1072961373390585,True,False,True,False,1.430107551152208,True,True
AAPL,True,1.2382052832662618,519.0,1.0,2.025466223449208,0.14467615881780055,True,False,True,False,4.082730934013025,True,True
AAPL,True,1.68802429585358,1001.0,1.0,0.9312380477259538,0.10347089419177263,True,False,True,False,12.983199213787413,False,False
AAPL,True,1.4246365173137683,1.0,1.0,0.255434782608695,0.255434782608695,True,False,True,False,18.24534487086079,False,False
AAPL,True,1.0805762609881888,52.0,3.0,0.2906812665801131,0.09689375552670437,True,False,True,False,10.931829840331222,True,True
AAPL,True,1.5264708193779093,1176.0,3.0,0.15065378055714312,0.07532689027857156,True,False,True,False,2.822925487890572,True,True
