scan_date,ts,ticker,method,name,direction,mr_score,mr_oversold,confluence_n,above_ema200,rsi,cc_ret,base_n,base_avg_fwd5,base_win5,conviction,needs_5m_confirm,explained_by,liq_tier,entry_px,exp_firstleg_pct,target_px,exp_firstleg_bars,retrace_frac,add_dip_px,exp_wholerun_pct,base_scope
2026-06-29,2026-06-29,AMGN,structure,double_bottom,long,-0.6619352582492218,0,2,1,62.536946065974284,0.2790723739215517,42124,0.233,52.8,0.682,True,"[tier] base 42124x avg5 +0.23% win 53%; mr -0.66; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,359.3299865722656,9.185,392.3344,5,0.78,366.591,14.425,tier
2026-06-26,2026-06-26,MCO,candlestick,tweezer_bottom,long,0.5488358645202914,0,1,0,50.39836575056959,2.543010939249468,81662,0.285,53.0,0.672,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +0.55; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,450.010009765625,9.185,491.3434,5,0.78,459.1034,14.425,tier
2026-06-26,2026-06-26,XLY,candlestick,tweezer_bottom,long,0.8970234802667646,0,0,0,44.57927823298738,0.89987144789756,81662,0.285,53.0,0.661,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +0.90; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,114.37000274658203,9.185,124.8749,5,0.78,116.6811,14.425,tier
2026-06-26,2026-06-26,MRNA,candlestick,bullish_engulfing,long,-1.2697462085306446,0,3,1,71.2421439420718,12.5857684402785,71579,0.3,52.5,0.657,True,"[tier] base 71579x avg5 +0.30% win 52%; mr -1.27; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,67.2699966430664,9.185,73.4487,5,0.78,68.6293,14.425,tier
2026-06-26,2026-06-26,TSLA,candlestick,morning_star,long,0.7257336453495634,0,0,0,41.1951874013662,1.223607484974698,16556,0.341,51.9,0.645,True,"[tier] base 16556x avg5 +0.34% win 52%; mr +0.73; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,379.7099914550781,9.185,414.5864,5,0.78,387.3828,14.425,tier
2026-06-26,2026-06-26,MCO,candlestick,piercing,long,0.5488358645202914,0,1,0,50.39836575056959,2.543010939249468,11130,0.263,51.9,0.642,True,"[tier] base 11130x avg5 +0.26% win 52%; mr +0.55; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,450.010009765625,9.185,491.3434,5,0.78,459.1034,14.425,tier
2026-06-26,2026-06-26,MA,candlestick,bullish_engulfing,long,0.05502427310439848,0,2,0,54.2216306350754,2.0657725821302098,71579,0.3,52.5,0.637,True,"[tier] base 71579x avg5 +0.30% win 52%; mr +0.06; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,499.0199890136719,9.185,544.855,5,0.78,509.1037,14.425,tier
2026-06-26,2026-06-26,TROW,candlestick,tweezer_bottom,long,-0.9180379027356594,0,2,1,64.82421284939365,3.69569347424874,81662,0.285,53.0,0.635,True,"[tier] base 81662x avg5 +0.29% win 53%; mr -0.92; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,110.2699966430664,9.185,120.3983,5,0.78,112.4982,14.425,tier
2026-06-26,2026-06-26,MA,candlestick,tweezer_bottom,long,0.05502427310439848,0,2,0,54.2216306350754,2.0657725821302098,81662,0.285,53.0,0.625,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +0.06; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,499.0199890136719,9.185,544.855,5,0.78,509.1037,14.425,tier
2026-06-26,2026-06-26,TSLA,candlestick,bullish_engulfing,long,0.7257336453495634,0,0,0,41.1951874013662,1.223607484974698,71579,0.3,52.5,0.605,True,"[tier] base 71579x avg5 +0.30% win 52%; mr +0.73; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,379.7099914550781,9.185,414.5864,5,0.78,387.3828,14.425,tier
2026-06-26,2026-06-26,IQV,candlestick,marubozu,long,-0.6094113809313351,0,2,1,63.43105821853971,2.526421122623934,35468,0.135,50.7,0.593,True,"[tier] base 35468x avg5 +0.14% win 51%; mr -0.61; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,191.13999938964844,9.185,208.6962,5,0.78,195.0024,14.425,tier
2026-06-26,2026-06-26,MSI,candlestick,bullish_engulfing,long,0.6411753828195325,0,0,0,47.54675941844005,1.481072199233413,71579,0.3,52.5,0.572,True,"[tier] base 71579x avg5 +0.30% win 52%; mr +0.64; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,402.8900146484375,9.185,439.8955,5,0.78,411.0312,14.425,tier
2026-06-26,2026-06-26,UNH,candlestick,marubozu,long,-1.229588721554609,0,3,1,71.54566723378518,2.974518303239404,35468,0.135,50.7,0.495,True,"[tier] base 35468x avg5 +0.14% win 51%; mr -1.23; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,427.8900146484375,9.185,467.1917,5,0.78,436.5364,14.425,tier
2026-06-26,2026-06-26,XLV,candlestick,marubozu,long,-1.2406114710167866,0,3,1,71.32934073526192,3.0264032045907108,35468,0.135,50.7,0.491,True,"[tier] base 35468x avg5 +0.14% win 51%; mr -1.24; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,160.33999633789062,9.185,175.0672,5,0.78,163.58,14.425,tier
2026-06-26,2026-06-26,LLY,structure,double_bottom,long,-1.1763076016295568,0,2,1,72.34975044039099,7.132284394648392,42124,0.233,52.8,0.476,True,"[tier] base 42124x avg5 +0.23% win 53%; mr -1.18; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,1208.1199951171875,9.185,1319.0858,5,0.78,1232.5325,14.425,tier
2026-06-26,2026-06-26,PYPL,candlestick,bullish_engulfing,long,-0.3732850650189116,0,2,0,55.67229148045085,4.506842376766973,71579,0.3,52.5,0.466,True,"[tier] base 71579x avg5 +0.30% win 52%; mr -0.37; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,44.290000915527344,9.185,48.358,5,0.78,45.185,14.425,tier
2026-06-26,2026-06-26,PYPL,candlestick,tweezer_bottom,long,-0.3732850650189116,0,2,0,55.67229148045085,4.506842376766973,81662,0.285,53.0,0.453,True,"[tier] base 81662x avg5 +0.29% win 53%; mr -0.37; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,44.290000915527344,9.185,48.358,5,0.78,45.185,14.425,tier
2026-06-26,2026-06-26,VICI,candlestick,marubozu,long,0.3553948060910112,0,1,0,46.58919178885242,2.563129966933775,35468,0.135,50.7,0.429,True,"[tier] base 35468x avg5 +0.14% win 51%; mr +0.36; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,27.209999084472656,9.185,29.7092,5,0.78,27.7598,14.425,tier
2026-06-26,2026-06-26,MRK,candlestick,marubozu,long,-1.4258543964973958,0,3,1,69.58801313095839,2.5587937759708135,35468,0.135,50.7,0.417,True,"[tier] base 35468x avg5 +0.14% win 51%; mr -1.43; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,128.66000366210938,9.185,140.4774,5,0.78,131.2598,14.425,tier
2026-06-29,2026-06-29,AZO,structure,double_bottom,long,0.005345241901474895,0,1,0,53.61361437372076,2.1127017191754582,42124,0.233,52.8,0.399,True,"[tier] base 42124x avg5 +0.23% win 53%; mr +0.01; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,3194.800048828125,9.185,3488.2424,5,0.78,3259.3574,14.425,tier
2026-06-26,2026-06-26,PANW,structure,bull_flag,long,-1.2838906067256695,0,1,1,70.26842082350008,3.790649973714011,19021,0.335,52.2,0.386,True,"[tier] base 19021x avg5 +0.34% win 52%; mr -1.28; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,304.20001220703125,9.185,332.1408,5,0.78,310.347,14.425,tier
2026-06-26,2026-06-26,LLY,candlestick,marubozu,long,-1.1763076016295568,0,2,1,72.34975044039099,7.132284394648392,35468,0.135,50.7,0.367,True,"[tier] base 35468x avg5 +0.14% win 51%; mr -1.18; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,1208.1199951171875,9.185,1319.0858,5,0.78,1232.5325,14.425,tier
2026-06-26,2026-06-26,PYPL,candlestick,marubozu,long,-0.3732850650189116,0,2,0,55.67229148045085,4.506842376766973,35468,0.135,50.7,0.288,True,"[tier] base 35468x avg5 +0.14% win 51%; mr -0.37; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,44.290000915527344,9.185,48.358,5,0.78,45.185,14.425,tier
2026-06-26,2026-06-26,SYK,candlestick,marubozu,long,-0.7973501658507066,0,2,0,64.86958646414891,5.251338734223743,35468,0.135,50.7,0.118,True,"[tier] base 35468x avg5 +0.14% win 51%; mr -0.80; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,332.7099914550781,9.185,363.2694,5,0.78,339.4331,14.425,tier
